path	bytes	mtime_epoch	sha256	state
corpus/GUIDE.ko.md	3407	1787973095	29649a1ffba396981b1289264211ad38fd1610d2beae352fe8ed7e0f65bcd76c	active
corpus/INDEX.md	17533	1787558487	4cae532a39103051dde3163962113db218d9efe8e90803e3bc7a832cb19c0059	active
corpus/PROVENANCE.md	4257	1787558487	57d5261483e148999971a7e5b303f455a189bd27ace042438198bc962064f1a6	active
corpus/TAXONOMY.md	3617	1787558487	5fcec547367620ac8b3b306421cdd0df114069c9df57551435b4f0435b708f74	active
corpus/_meta/README.md	462	1785659225	14813521bafff31c0a4ed18a1cfa477d6414cda2f191c0d5951544118efba09f	active
corpus/_meta/sources.jsonl	55939	1788238699	88a126b12a29269f90b1c91718faf2a04a8b2056fe444daec9a4474fa449880f	active
corpus/_schema.md	15088	1788086435	4f3b6ebda7e864f3cd534dd0bdb31644a51dd0b1f2d8ffcda614cbb3c0296829	active
corpus/aspects/01-requirements-planning/01-requirements-planning--overview.md	19810	1788086435	541649f28b6d6161e3648ca74c9d6c4fae27071642c0d66959f2e4086e96d097	active
corpus/aspects/01-requirements-planning/brownfield-planning-adoption.md	6824	1785658907	6d1d7002905f091848f65317b24020a22b5398436b88aa353a7d3879b50014ca	active
corpus/aspects/01-requirements-planning/constitution-authoring-standard.md	8796	1787915931	8270b8b7b4001424cf3baac9190353fbf3ddaa70dade491a117509014230ed7c	active
corpus/aspects/01-requirements-planning/decision-record-standard.md	6721	1785658907	5d2dfa9b271ffa996135be07534d158cfb401680d5a97d36dc976faa2ed9402a	active
corpus/aspects/01-requirements-planning/elicitation-interview-build-standard.md	19409	1787667307	bea12cd6a731a1de462ffdb97b06ec7456715abe1552999749a41247d034834d	active
corpus/aspects/01-requirements-planning/elicitation-prior-art.md	16467	1785658907	4c6e95b498a3ce89337c7653904b188913ab4d83613928f6ed0c40214b116ca9	active
corpus/aspects/01-requirements-planning/estimation-failure-data--facts-2026-08.md	12562	1787558487	f6cdb1bc957f19d9bda42970e785df50b6aaa3403d3964960f7ca097c0d7867f	active
corpus/aspects/01-requirements-planning/planning-document-family.md	20612	1785658908	3c20c1fec27df5324bab4feab82472a40ada52102e6e909b52e8e7b8629b9fab	active
corpus/aspects/01-requirements-planning/planning-output-census.md	7131	1787915931	aa31212144741065ccc72dcb3010da4b6757cf4f63d16dfb5ff0d8810b8499ab	active
corpus/aspects/01-requirements-planning/requirements--facts-2026-08.md	11635	1787558487	ee5dc0b38c28db70343b20dea4dbb33fdec00c21ff592c64b39e659005ba1835	active
corpus/aspects/01-requirements-planning/requirements-engineering-craft.md	11812	1788086435	61e9f416f8ca0d7b1c1499440d7a7d3c197df6c59a905137664b1825144be617	active
corpus/aspects/02-architecture-design/02-architecture-design--overview.md	11681	1788086435	15ca27bf67f663f6ba2aca01096c249231891f00972d1418b81a73c9f1f07dfa	active
corpus/aspects/02-architecture-design/design-practice--facts-2026-08.md	10573	1787558487	000d9fea843cf9e0236a5c0481b20e727297eabbd5ad92b46157e660740dcd0d	active
corpus/aspects/03-dev-environment/03-dev-environment--overview.md	9997	1788085276	6bc58982c8e569e3fe112dda188c8df99e84fec612e6a5e7c1c2634bba4698cd	active
corpus/aspects/03-dev-environment/reproducible-environment--facts-2026-08.md	7991	1787558487	74280366d165e188a6aa8b8338273a4f765672107a152474e1d1240905c48065	active
corpus/aspects/04-build-ci-engineering/04-build-ci-engineering--overview.md	13468	1788086435	5bb24c1975c0528f3aa332575216813c34c5d767120bbc60fd23529de955f63b	active
corpus/aspects/04-build-ci-engineering/brownfield-adoption-floor.md	8404	1785658908	1b9e5c4b648b97c54a051167336080903fd86905fb6691648f391327ce414ce6	active
corpus/aspects/04-build-ci-engineering/cicd-release--facts-2026-08.md	11067	1787715456	54998aae0ebc9a55f2de2e561a8f5d46e84231f78f3cac4b2503ab8b0a897a37	active
corpus/aspects/04-build-ci-engineering/cross-project-reuse--facts-2026-08.md	9194	1787664159	94f072738716856318f741dbfe6223c63fed13aa8be2ee2786cc609b55ea881b	active
corpus/aspects/04-build-ci-engineering/foundation-floor-artifact-checklist.md	19480	1787714348	4f888e408da51287cdec2c302da9661c7c88c38338717980917e99798e17eb5b	active
corpus/aspects/04-build-ci-engineering/visibility-provision-matrix.md	7186	1785658908	15b50f355b4e57ac213aaab98faa56c0bc6875ae362db89fe27f23f0bbe4c645	active
corpus/aspects/04-build-ci-engineering/web-scaffold-baseline--facts-2026-08.md	17510	1787558487	9851a482a44fa9890818f635e99efea0162efde77cd4830e26d6fb96260bc5e8	active
corpus/aspects/05-scm-workflow/05-scm-workflow--overview.md	14924	1788085276	9cbc33a719b24c6500c890dd669272c8aa3b45938e6009fc88434f1f8064897a	active
corpus/aspects/05-scm-workflow/github-enforcement-boundaries--facts-2026-08.md	8457	1787664159	a3e8522f2a219a676a6c11c4f02a1c93abeb19d3230f9993c3447401e9aa1440	active
corpus/aspects/05-scm-workflow/github-workflow-current.md	12370	1787972040	93c9b6bab71670524bf1e13739bd299b7232ec8bb8fd9aa4bf97b8c5475c314f	active
corpus/aspects/06-config-secrets/06-config-secrets--overview.md	8256	1788086435	3b2c7b7849b5e4866c75e3edceea1a8ba439e9bd215fafb46d5035e4d5fd125f	active
corpus/aspects/06-config-secrets/config-validation-secrets--facts-2026-08.md	19503	1787558487	d6b0cbc8585f66252b07db993bd8ae00e62c672d15692c6f247040bce94551a0	active
corpus/aspects/07-construction-code-review/07-construction-code-review--overview.md	8542	1788086435	983dcc237ea02f4c9d3a7516e820fecd68736e74a8bff544be3018232cb242e0	active
corpus/aspects/07-construction-code-review/codereview--facts-2026-08.md	16819	1787715456	7d2b761f9e096b53d94f14a9dd95e6ad645b7501e123880c41056cd45391094b	active
corpus/aspects/08-software-testing/08-software-testing--overview.md	10182	1788086435	82bbba9700daa7d00d7c4c9967efdd701af8e51cb6bbeb21ac01fb3ca53b024e	active
corpus/aspects/08-software-testing/testing--facts-2026-08.md	14039	1787715456	918e69db82ced388aaca0bd176dedc46347f00aae14713523a04133d5143feb2	active
corpus/aspects/09-application-security/09-application-security--overview.md	12185	1788086435	97d7c296f8734a0bcd830daa27db4777cb0b48e16680d23c0c2cb50fe1acd724	active
corpus/aspects/09-application-security/security-sdlc--facts-2026-08.md	12560	1787558487	b0987aeb4d77ea7b729fe875efccb03e4ae144f2e450f99868fa578b5cce6453	active
corpus/aspects/10-supply-chain-security/10-supply-chain-security--overview.md	15399	1788086435	2f6b218b0bfa1c2f1ccb3d89fad0e605632ec782f0488fcbba0a9f9173f2725e	active
corpus/aspects/10-supply-chain-security/dependency-updates-scope--facts-2026-08.md	10988	1787558487	82d73fce8506552edfb8a65ae608252d7295295272a617bb9eaadbff1ccd5200	active
corpus/aspects/11-maintainability-techdebt-refactoring/11-maintainability-techdebt-refactoring--overview.md	12960	1788086435	6c37d4076ffcc89b3935255a19db12fea65925579c4fe8aa7f6735059855783c	active
corpus/aspects/11-maintainability-techdebt-refactoring/refactoring-debt-discipline--facts-2026-08.md	8544	1787558487	c86d7e094b55dd238b6c47a3e2e367f016b0481b7828df0545625cb782d92a9c	active
corpus/aspects/12-performance-scalability/12-performance-scalability--overview.md	10139	1788086435	171cf775c2b9f6935f5996e2262ac28bccede727b2902303079d4d3499186106	active
